body,title
"

Debió haber sido un inicio de sexenio de susto para Carlos Romero Deschamps. Símbolo de la corrupción priista, la llegada al poder del presidente Andrés Manuel López Obrador y su promesa de democratizar los sindicatos seguramente lo tenía bastante preocupado. Romero Deschamps ha encabezado desde tiempos de Carlos Salinas de Gortari, y gracias a él, el poderoso sindicato petrolero.

Pero bien dicen que las penas con pan son menos. Y si algo no va a faltar a la mesa de ese sindicato es pan: Carlos Romero Deschamps y su incondicional Ricardo Aldana, varias veces legisladores del PRI, controlan a través del sindicato el jugoso negocio de las pipas de Pemex. Esas que son blancas, grandotas, con el logotipo de Pemex, todas esas son del sindicato. Y con la decisión del presidente AMLO de cerrar los ductos, cuando circulan por las calles las pipas levantan más miradas y suspiros que un(a) modelo con ropa entallada.

Las pipas están más demandadas que nunca. Gran negocio para el sindicato petrolero. Las pipas están haciendo corridas extras para tratar de mitigar el desabasto de gasolina. Gran negocio para el sindicato petrolero. Los piperos, que son todos sindicalizados, están trabajando y cobrando horas extras. Gran negocio, vía sus cuotas, para el sindicato y sus mandamases Romero y Aldana, quienes se dan vida de magnates y cuyos excesos han estado a la luz de todos.

Pemex tiene mil 800 pipas. Las controla el sindicato. No son muchas si pensamos el tamaño del desabasto y la extensión del país. Hay también algunas pipas de empresas privadas pero son las menos. En realidad, en el país hay pocas pipas, por eso no se están dando abasto.

El error central de implementación de la loable intención de acabar con el huachicoleo es el momento en que decidieron hacerlo. Hay dos épocas del año en las que las reservas de combustible están al mínimo porque la gente demanda de manera extraordinaria: Navidad-Año Nuevo y Semana Santa-Pascua. En sitios como la Ciudad de México, Guadalajara, Acapulco, las reservas bajan a solamente medio día de combustible almacenado. Es decir, operan en el límite.

Los nuevos funcionarios no tomaron eso en cuenta y cerraron los ductos en el momento en que más iban a afectar a la ciudadanía. Cuando decidieron encomendar toda distribución del combustible a las pipas se dieron cuenta de que no había suficientes y que la ingeniería de las estaciones de almacenamiento está armada para que se reparta en ductos y pipas por separado, y no es tan sencillo como “mover la manguera” para que llene la pipa en lugar de llenar el ducto.

Quizá el ejemplo más claro es Tuxpan. Hay buques llenos de combustible anclados ahí, pero la terminal no puede recibir de los buques más gasolina y diésel porque no tiene espacio para almacenarlos, porque no ha podido repartir a la misma velocidad de antes.
 

[email protected]
",Quién está feliz con el desabasto de gasolina
"Devora Oviedo no quita los ojos de los 550 hilos del telar. Sus dedos cuentan cada uno mientras sus labios apenas y se mueven. Casi nunca se equivoca al plasmar en el lugar correcto las figuras del mar, mismas que habitan en su mente y que no dibuja ni tiene un patrón.
 Más de 40 años frente al telar hacen de esta mujer una experta en el oficio de los hilos, de las últimas que viven en San Mateo del Mar, esa franja de tierra que abraza un océano y una laguna.
Devora tiene 59 años y es una de las más de 80 mujeres huaves, o ikots, que se dedican a la elaboración del telar de cintura en esta comunidad y que han rescatado el oficio. Comenzó a tejer a los 13 años, bajo la tutela de su abuela, la misma edad que tiene su nieta Dayra que también teje en sus horas libres, después de clases.

Es de las pocas artesanas que pinta sus hilos de algodón con materiales  naturales, como  la cáscara del  guachinalá y la corteza del árbol de caoba, elementos  que recolecta en el campo y los pone a hervir hasta conseguir el color. Cuando el agua está en su punto más alto, sumerge los hilos hasta que agarran un color café, luego los enfría y los cuelga en mecates para su secado.
Pese a que conserva las técnicas de teñido natural, Devora ha diversificado sus diseños. Dice que en sus inicios comenzó con servilletas, luego siguieron los enredos —una especie de enagua de una sola pieza—, los huipiles y los chales. Ya con la modernidad y las exigencias del mercado,   ahora también crea bolsas, manteles, carteras, portacelulares, pantalones, camisas y hasta  portavasos.
Se perdía  el oficio
El telar de hilos de algodón se estaba perdiendo en esta comunidad del sur de Oaxaca, hasta que el Instituto Nacional Indígena (INI), que luego pasó a ser Comisión para el Desarrollo de los Pueblos Indígenas (CDI), centró los ojos en las pocas familias que aún lo conservaban y ofreció apoyos para abrir nichos de mercado fuera de la región. La estrategia  surtió efecto y  hoy ya son más de 80  mujeres que viven  de este oficio.
Incluso, son las más jóvenes las que de nuevo han incluido estas prendas en su vestimenta diaria, pues a pesar de que las mujeres de San Mateo elaboran piezas en el telar de cintura, la mayoría no las utiliza, y prefieren la enagua y el huipil de bordado o tejido a máquina de colores chillantes.

Devora fue una de las mujeres que impulsaron el telar de cintura. Hace más de 15 años formó  una cooperativa con 19 mujeres tejedoras que llamó Monjüey Mandel (tejedoras de mantel) y que comenzaron a recibir apoyos por parte del INI.
 Con el tiempo, el grupo comenzó a disminuir por la poca venta de los productos, pero hace unos  10 años estas prendas volvieron a tener demanda en el mercado nacional, por la moda de lo tradicional.
Ahora, en el hogar de Devora todas sus hijas, sobrinas y nietas son tejedoras e integrantes de la cooperativa. Casi siempre son invitadas a participar en las ferias artesanales del estado o a nivel nacional porque, con el tiempo, lograron tener una marca registrada por la calidad de sus productos, que fue avalada por la CDI, lo que ayuda a que oferten a mejor precio.
“Antes nos compraban muy barato las revendedoras. Llegaban al pueblo, sacaban los productos,  iban a las ferias o a los mercados a venderlas más caras, pero nos enseñaron a organizarnos, a tener un registro, una marca. Ahora, nosotras vamos a venderlo personalmente y tenemos más ganancias”, explica la tejedora.
 La artesana detalla  que desde que tienen su marca, mucha gente viene  a buscarlas para encargarles piezas especiales. “Nosotras ponemos el precio. Ahora es un negocio que nos ayuda a vivir bien a  las que nos organizamos”. 
Hombres y niños participan
 San Mateo del Mar es una población originaria que se rige por usos y costumbres, y   cuya lengua es considerada huérfana, porque no tiene ningún parentesco con ninguna otra en el mundo, por lo que el día que se deje de hablar se perderá. Aquí, las  mujeres se dedican a la venta de productos del mar  y a penas, hace 10 años, obtuvieron el derecho al voto.
El municipio  es habitado en total por  14 mil personas, de los cuales 12 mil son hablantes de la lengua huave y   11 mil (68%) viven  con un grado de marginación muy alto, según  la  Secretaría de  Desarrollo Social (Sedesol).
  Por ello, que el telar de cintura haya renacido en San Mateo   significa una oportunidad de empleo bien remunerado  para unas   siete mil mujeres que habitan la  comunidad, de las cuales al menos la  mitad  vive en pobreza.
 Pero en la casa de Ofelia Gijón  Balaez no sólo las mujeres se dedican al tejido de cintura, también su hermano y los hijos de él.
Ante la falta de empleo en el pueblo y la baja producción del mar, muchos hombres decidieron  entrarle a este oficio antes reservado a  las mujeres, sobre todo después de los terremotos de 2017.
“En mi familia, al principio sólo las mujeres tejíamos, porque así ha sido, pero luego vino la sequía y la laguna no tuvo agua, hubo poca pesca, y para rematar vino el terremoto que nos destruyó. Algunos hombres decidieron apoyar en el tejío,  ante la demanda de los productos de telar fuera de la región, ya que al ser San Mateo uno de los pueblos dañado,  se fijaron mucho en las artesanas y las ventas se dispararon”, dice Ofelia.
Arte inspirado en el mar

A sus 75 años, Romualda, la madre de Ofelia,  no se sabe bien las partes que integran su telar, que mide hasta tres metros, pero  asegura que eso es lo que menos importa. Le basta saber utilizar bien las ocho  varas en las que se enredan los hilos  e identificar  tanto la  cabeza del instrumento, que se ata a un árbol, como “el machete”,  que es una tabla plana  que sirve para comprimir el tejido.
Para tejer, las mujeres huaves se sientan en sus patios en  pequeñas sillas y para  mantener el telar firme, lo atan a una faja que se colocan en la cintura.  Así lo hacen  Ofelia y Romualda  todos los días desde  las cinco  de la mañana y  hasta  las ocho de la noche, pero si hay pedidos concluyen a la una de la madrugada.
Si trabajaran ocho horas al día, cada una de estas mujeres tardaría un mes en  elaborar  un  huipil de 600 hilos, y  mes y medio en  un rebozo de 550, dependiendo de los dibujos.  El precio en el mercado también varía, dependiendo del tipo de hilo, el teñido y la cantidad de motivos bordados.
Los huipiles más sencillos cuestan mil 100 pesos directamente con ellas en el pueblo, pero el precio aumenta si el producto lo ofertan en ferias, ya que se agregan los gastos del viaje.  Los más caros llegan a costar  3 mil pesos, si el hilo es de lino, y los rebozos se venden hasta en  4 mil pesos. De ahí, los precios de bolsas y servilletas van de 200 a 400 pesos la pieza.
Al ser los huaves una etnia cuya vida gira alrededor del mar, es muy común que en sus textiles reproduzcan elementos marinos, como peces, camarones, cangrejos, delfines, caracoles, tortugas y hasta sirenas, pero también plasman chimpancés, estrellas, flores y grecas prehispánicas.
Para las siete mujeres de la  familia de Ofelia, que integra la cooperativa Jarünch Sap (Hilo de algodón), las mejores fechas para la venta son a mitad y fin de año. Además, aseguran que 70% de sus creaciones se van a la Ciudad de Oaxaca y la Ciudad de México.
“Tenemos muchos trabajo porque tenemos calidad. A veces ya no agarramos pedidos porque tenemos compromisos. Aun así hacemos tiempo para elaborar lo que vendemos en el pueblo, porque hasta las casas llegan los compradores”, presume Ofelia.

",Reviven mujeres huaves el telar de cintura; arte inspirado en el mar
"
El ex presidente Enrique Peña Nieto y el gobernador mexiquense, Alfredo del Mazo Maza, salieron de Palacio de Gobierno tras el homenaje de cuerpo presente que realizaron al ex gobernador del Estado de México, Alfredo del Mazo González, quien falleció el jueves a los 75 años de edad.
Luego de realizar una guardia de honor junto con los ex gobernadores Alfredo Baranda, Ignacio Pichardo Pagaza, Eruviel Ávila Villegas, Emilio Chuayffet; Peña Nieto expresó que del Mazo González fue un amigo “entrañable”, quien siempre tuvo un gran amor por México.
El ex mandatario mexicano salió de palacio de Gobierno mexiquense, tomado de la mano de su esposa, Angélica Rivera, y sus hijos Alejandro, Nicole y Paulina Peña Pretelini acompañado por el Ejecutivo estatal, del Mazo Maza, a quien expresó nuevamente sus condolencias.
“Es una gran pérdida, fue un gran servidor público, sostuve una amistad entrañable, profunda, creo que todos lamentamos su deceso”, dijo Peña Nieto.
Agregó que en lo personal, considera que del Mazo González fue un hombre con un gran amor por el país, con un sentido del deber, de institucionalidad y de cumplir a cabalidad con las responsabilidades que tuvo.
Señaló que fue un gran referente, con quien vivió el inicio de una etapa importante, en el inicio de su carrera política, además a quien quería entrañablemente toda su familia.
El ex presidente rechazó dar su opinión sobre el tema del desabasto de la gasolina y los señalamientos del gobierno federal sobre que en su sexenio creció de forma significativa el delito de huachicoleo.
",Del Mazo González fue un amigo “entrañable”: Enrique Peña Nieto
"
En la tradicional bienvenida del Guadalajara, cada vez que pisan la capital del país, las banderas, cánticos y tambores no faltaron
Dos victorias consecutivas son suficientes para ilusionar a una afición ya encariñada con José Saturnino Cardozo y Alan Pulido. 
Decenas de seguidores del Guadalajara recibieron, en la Terminal 2 del Aeropuerto Internacional de la Ciudad de México, al 'Rebaño Sagrado', que mañana se mide al Cruz Azul en el Estadio Azteca.
 



Artículo


Chivas quiere dar un golpe de autoridad ante Cruz Azul

Universal Deportes


Guadalajara está con saldo a favor en Liga y Copa, pero ante Cruz Azul busca dejar en claro su fuerza









En la tradicional bienvenida de las Chivas, cada vez que pisan la capital del país, las banderas, cánticos y tambores no faltaron. Durante casi una hora, los fanáticos rojiblancos sorprendieron a los turistas, quienes no se aguantaron las ganas de publicar en redes sociales una pequeña experiencia del futbol mexicano.
El Guadalajara llega de triunfar 2-0 sobre el Tijuana, en la fecha 1 del Clausura 2019, y 2-1 a los Cimarrones de Sonora, en la Copa MX. La motivación está a tope, sobre todo porque mañana visitan a La Máquina, subcampeona del torneo pasado y digna rival para conocer el parámetro de las Chivas en este novel torneo.
A pesar de que la confianza no era plena en Cardozo como timonel, los últimos resultados han, por lo vivido en el AICM, empañado un poco el fracaso en el Apertura 2018 y en el Mundial de Clubes. 
 

¡ESTO ES CHIVAS! ¡ESTO ES LA #CapitalRojiblanca! pic.twitter.com/M6aFcignAf
 — CHIVAS (@Chivas) 11 de enero de 2019

En una larga fila de playeras rojiblancas, el paraguayo fue sorprendido por las muestras de apoyo, de motivación y entusiasmo. Cardozo, atónito, simplemente agradecía con la cabeza.
Pulido, anotador de tres goles en el semestre pasado, pero protagonista el fin de semana frente a Xolos, con su primer gol del certamen, fue el más apapachado y cotizado por los aficionados. Por protocolos de seguridad, el delantero no firmó autógrafos o posó para las fotos, mas ganas no le faltaron.
Su compañero en el ataque del Rebaño, Alexis Vega, estuvo escoltado por dos personas del club y se escabulló entre la multitud, sin ser reconocido.
Cuando todos los jugadores, cuerpo técnico y staff abordaron el autobús, éste arrancó marcha rumbo al hotel de concentración, donde se espera una serenata de la afición, en la noche.
 

#Video  La afición rojiblanca espera a #Chivas en el #AICM  pic.twitter.com/Q64OB4K4xa
 — Universal Deportes (@UnivDeportes) 11 de enero de 2019
 ",Aficionados de Chivas arman fiesta en el AICM
"
Parece que Rosario Robles está molesta por la escasez de gasolina en la CDMX.
La ex titular de Sedesol y Sedatu pidió a la administración del presidente Andrés Manuel López Obrador que proceda legalmente contra los dueños de gasolineras que sean identificadas como proveedoras de combustible robado, del llamado huachicol, y que su gobierno tome el control de estos expendios.

Con el hashtag #NoAlHuachicoleo, #NoalDesabasto, doña Rosario propuso en su cuenta de Twitter que al tomar el control de estas gasolineras, el gobierno federal venda el combustible al costo.

“1.A estas alturas el @GobiernoMX debe tener identificadas las gasolineras que dependían del #huachicol 2. Puede proceder legalmente contra sus dueños 3. Hacerse cargo de esas estaciones y vender la gasolina al costo #NoAlHuachicoleo #NoalDesabasto”.

¿Le harán caso?
","Rosario, contra el huachicol y el desabasto"
"
[email protected]
Los negocios del sector comercio, servicios y turismo del Estado de México registraron pérdidas por mil 502 millones de pesos en una semana, ante la falta de combustible, lo que impacta mayormente a las micro, pequeñas y medianas empresas, informó el presidente de la Confederación de Cámaras Nacionales de Comercio, Servicios y Turismo (Concanaco), José Manuel López Campos.
De ese monto, “733 millones correspondieron al Valle de Toluca y 769 millones al Valle de México”, las cuales sólo incluyen  del 3 al 9 de enero, dijo el líder del comercio organizado.
El problema es grave porque, dijo, “el sector terciario de la economía, integrado por establecimientos de comercio, servicios y turismo, representa 82% de las unidades productivas existentes en el Estado de México, de ahí la importancia de detener su afectación”.
Además de que el 98% de las empresas que hay en el Estado de México son micro pequeñas y medianas empresas (Mipymes), negocios que se afectaron solamente en los tres primeros días  desabasto, explicó el empresario yucateco en un comunicado.
Expuso que las zonas Centro y Occidente del país se encuentran entre las más afectadas por un problema al que no se le ve solución a corto plazo; no obstante, dijo que urge una solución efectiva y rápida porque el desabasto afecta ya a 12 entidades de todo el país.
ed
",Negocios reportan pérdidas por mil 500 mdp por falta de combustible en Edomex
"
El 5 de mayo de 2017 EL UNIVERSAL informó que las ganancias en el robo de hidrocarburos a Petróleos Mexicanos (Pemex), son amplias, de ahí la disputa.
Según el reporte de las autoridades estatales, de enero al 4 de noviembre de 2017 se decomisaron 4 millones 403 mil 116 litros de hidrocarburo; de haberse vendido en el mercado negro —a los 9 pesos el litro en que se ofrece— las organizaciones criminales habrían obtenido una ganancia de 39 millones 628 mil pesos en esos primeros 10 meses del año.

En ese periodo, se indicó, las autoridades encargadas de combatir a los huachicoleros aseguraron 788 tomas clandestinas en el ""Triángulo Rojo"", 2 mil 351 vehículos y detuvieron a 694 personas.
El Triángulo Rojo, de acuerdo con las autoridades, está conformado por las localidades de Acajete, Tepeaca, Acatzingo, Quecholac, Tecamachalco y Palmar del Bravo. Sin embargo cifras oficiales de seguridad en la entidad indicaron que ese problema se extiende a los municipios de Puebla capital, San Martín Texmelucan, Atzinzintla, Esperanza y Amozoc.
Lee más: Huachicoleros desencadenan violencia en ""Triángulo Rojo""
Los vehículos preferidos por los huachicoleros para el robo de combustible
El 19 de mayo de 2017, EL UNIVERSAL dio a conocer sobre el Corralón del Huachicol, el cual operaba la Procuraduría General de la República (PGR) en el sur de la capital poblana. Según datos proporcionados por las autoridades estatales, en total sumaban en ese momento mil 228 vehículos recuperados con reporte de robo, todos ligados con la extracción de combustible en los ductos de Pemex.
Según la información de inteligencia, las organizaciones como la de Antonio Martínez “El Toñín” y la de Roberto de los Santos de Jesús “El Bukanas”, operan con un grupo de personas que se dedican específicamente al robo de automotores, en particular, en las carreteras que confluyen en los seis municipios que conforman el denominado Triángulo Rojo.
Se destacó que los “chupaductos” utilizan con frecuencia las camionetas Pick up a las que instalan redilas. También Suburban, Silverado y Custom que aparecieron en el mercado entre los años 1995 y 2010.
Se informó que cada uno de estos vehículos que encontraron las autoridades, según las adaptaciones realizadas a los mismos, permiten subir bidones de gasolina que en promedio pueden llevar entre 500 y mil 500 litros de gasolina.
De la marca General Motors se seleccionan el modelo S10 y de la marca Ford los modelos de camionetas F-600 y F-150, a las que pueden o no adaptar redilas. Lo mismo sucede con la marca Dodge, la versión RAM.
También que los modelos Voyager, Econoline y Ecosport (por ser camionetas cerradas), son usadas para llevar bidones de 50 litros con la intención de pasar inadvertidos ante las autoridades. De la marca Nissan, la camioneta Estaquitas ha sido utilizada con el mismo fin. El caso del coche Tsuru es el mismo que el Chevy.
De la marca Volkswagen también se utilizan automóviles como Beetle, Pointer, Bora, Passat y Jetta. Los Pontiac también han sido robados y algunos de ellos recuperados.
Ante la necesidad de mover cantidades mayores de gasolina, los grupos delictivos recurren al hurto de vehículos más grandes como camiones de pasajeros y microbuses con los que trasladan en un solo viaje de siete mil a 27 mil litros de combustible.
Se incluye también el robo de camiones de carga pesada y/o ligera (de 3.5 a 10 toneladas) como por ejemplo los tractocamiones con remolque, pipas de agua, torton, camiones de volteo marca Kenworth e Isuzu modelo Elf 200.
Lee más: El corralón del huachicol

Clausuraron siete gasolineras por venta de huachicol
El 1 de junio de 2017, Pemex confirmó la rescisión de contrato a 7 gasolineras en zona de huachicol, ubicadas en los municipios de Palmar de Bravo, Cuyoaco, Tecamachalco, Huixcolotla y Quecholac, en Puebla.
Puebla, primer lugar en decomisos de combustible robado
El 12 de junio del mismo año se informó que Puebla ocupaba el primer lugar a nivel nacional en decomisos de combustible robado.
La instancia de seguridad indicó que con base en datos de Pemex y la PGR, el total de decomisos en el año ascendió a 2 millones 649 mil 967 litros.
Un comunicado del Grupo de Coordinación Puebla Segura resaltó que dicho aseguramiento representaría llenar el tanque de 66 mil 248 vehículos con capacidad de 40 litros.


","Puebla, el epicentro del huachicol"
"
A cinco días de que se lleve a cabo las audiencias sobre la creación de la Guardia Nacional, el actor Diego Luna llegó a la cámara de diputados para presentar el documental “Hasta los dientes”, que habla sobre un par de estudiantes acribillados por el Ejército en 2010.
Tras la proyección del largometraje en el Auditorio Aurora Jiménez, Luna explicó que aunque él no es una voz autorizada para hablar sobre temas de política, ver el documental le hizo abrir los ojos y cuestionar sobre el bien o mal que haría la creación de la Guardia Nacional.
“A mí me abrió los ojos ver este documental porque son historias que yo ignoraba con este nivel de detalle y eso ha hecho que cuestione mucho la creación de la Guardia Nacional como está planteada hoy pero más allá de mi opinión que vale muy poco, pido a la gente que se informe. Yo no quiero imponer mi postura, yo le pido a la gente que se informe y entienda exactamente lo que puede suceder y que está en juego”, dijo Diego.
Para el actor, “Hasta los dientes” debe ser un documental que cualquier ciudadano debería ver y más en estos momentos precisos que se defina la creación o no de este nuevo cuerpo de seguridad.
“Es un documental muy revelador y muy pertinente, quedan cinco días y ojalá historias como éstas se cuenten, antes de que se tome una decisión tan trascendental como la creación de la Guardia Nacional. Yo no diría que hay que escuchar mi voz, lo que pediría es escuchar las voces de los expertos que son muchísimos los que se han manifestado en contra de la Guardia Nacional como está planteada hoy”, dijo.
Luna detalló que además de ver este documental, otra cosa que lo hizo tomar conciencia acerca de las implicaciones que tendría la Guardia Nacional, fue acercarse a organismos que informan y hablan acerca de las consecuencias que tendrían un cuerpo armado.
“A mí me hizo definir una postura el seguir todo el trabajo del colectivo Seguridad sin Guerra. Ellos tienen posicionamientos muy claros puntos de vista digeribles para ciudadanos comunes, como yo, que no tienen mucho conocimiento del tema. Hay muchas voces que se han pronunciado que no sólo se han dedicado al rechazo, sino también a la propuesta”.
Tras la proyección, Diego Luna agradeció que gracias al cine y a su labor en Ambulante puedo llevar temas coyunturales para el país a más odios y ojos, con la finalidad de que se busque una reflexión en aquel que ve algún filme o documental.
“Agradecido con el poder del cine de darnos el poder de contarnos historias íntimas y personales que nos pueden traer revelaciones, transformaciones y que nos pueden hacer despertar. Agradezco muchísimo este documental, la idea era que no sólo pasaré aquí adentro (en la Cámara de Diputados) sino que también se amplificará allá afuera”.
Tras la presentación del documental se abrió una mesa de discusión en la que participaron la diputada Federal por Movimiento Ciudadano, Martha Tagle; Tatiana Clouthier, vicecoordinadora de Morena en la Cámara de Diputados, así como Ernesto López Portillo, Fundador y director ejecutivo del Instituto para la Seguridad y Democracia AC, Alberto Arnaut, director del documental y Paola González diputada por Morena, quienes mostraron sus posturas a favor y en contra de la creación de la Guardia Nacional.
",“Hasta los dientes” abre los ojos sobre creación de Guardia Nacional: Diego Luna
"
El actor Fernando Luján falleció este viernes en su casa en Puerto Escondido, Oaxaca, informó el programa “Ventaneando” en sus redes sociales.
El actor, una de las máximas figuras del cine y la televisión en México, destacó por su actuación en telenovelas como ""Los ricos también lloran"", ""Mirada de mujer"" y en películas como ""Cuando los hijos regresan"" y ""¡Hombre al agua!"".
En fecha reciente fue hospitalizado de urgencia debido a una crisis de EPOC (Enfermedad Pulmonar Obstructiva Crónica).
Familiares y amigos del actor han externado sus condolencias a través de redes sociales, su hijo Franco Paolo le dedicó un mensaje muy emotivo en su cuenta de Instagram:
""Hoy vuela un grande. Como pegaso galopando al cielo, libre con la ligereza del viento, pero fuerte con la sangre del lobo. Será eterna el alma de tu trascendencia que sobrepasa las galaxias he incluso los universos. Hoy, resuelves el misterio más grande de la existencia. Algún día se, me contarás con jovialidad las aventuras de tu viaje inmortal, tan inmortal como tu arte. Padre mío... donde quiera que tu corazón esté navegando ahora, se que navegará contento, con la frente en alto, con el alma firme como el Asta del barco. Quiero que sepas, que te echaré de menos cada instante, cada segundo y cada minuto...pero que estoy atiborrado de orgullo. Eres la leyenda que logró romper las barreras que quizo, y que me llevo cada lección y vivencia tuya. No te vas de el todo, tu cuerpo parte, pero tu alma en la mía se queda eterna. Te amo padre mío es hora de que partas mi amado titán, tu huella queda. Amor te mandaré siempre como tu hijo y reflejo en tierra... ah, y una cosa más, suerte en este maravilloso viaje que recién comienzas papá. De la semilla que plantaste, queda un eterno roble"".



 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 



Hoy vuela un grande. Como pegaso galopando al cielo, libre con la ligereza del viento, pero fuerte con la sangre del lobo. Será eterna el alma de tu trascendencia que sobrepasa las galaxias he incluso los universos. Hoy, resuelves el misterio más grande de la existencia. Algún día se, me contarás con jovialidad las aventuras de tu viaje inmortal, tan inmortal como tu arte. Padre mío... donde quiera que tu corazón este navegando ahora, se que navegará contento, con la frente en alto, con el alma firme como el Asta del barco. Quiero que sepas, que te echaré de menos cada instante, cada segundo y cada minuto...pero que estoy atiborrado de orgullo. Eres la leyenda que logro romper las barreras que quizo, y que me llevo cada lección y vivencia tuya. No te vas de el todo, tu cuerpo parte, pero tu alma en la mía se queda eterna. Te amo padre mío es hora de que partas mi amado titán, tu huella queda. Amor te mandaré siempre como tu hijo y reflejo en tierra... ah, y una cosa más, suerte en este maravilloso viaje que recién comienzas papa. De la semilla que plantaste, queda un eterno roble.

Una publicación compartida de  PAOLO (@francopaol_) el 11 Ene, 2019 a las 11:34 PST



Pati Chapoy:
""Triste despedir a un amigo. Descansa en paz querido Fernando Luján. Abrazo cariñoso Martha Mariana, Franco Paolo, Vanesa Fernando"".

Triste despedir a un amigo. Descansa en paz querido Fernando Luján. Abrazo cariñoso Martha Mariana, Franco Paolo, Vanesa Fernando...
 — Pati Chapoy (@ChapoyPati) 11 de enero de 2019

Ari Telch‏:
""Fernando Luján, te quiero, te admiro, te agradezco, te recuerdo siempre. DEP #FernandoLujan"".

Uno de mis ídolos partió hoy!!! Estoy triste y le mando todo mi cariño a la familia de este gran hombre y actor #FernandoLujan pic.twitter.com/NWfI6T95DV
 — Hernán Mendoza (@hernanmendoza_) 11 de enero de 2019


Buen viaje Fernando, GRACIAS.
 DEP #FernandoLuján pic.twitter.com/T0TI4rss7r
 — Ari Telch (@aritelch) 11 de enero de 2019


Fernando Luján, te quiero, te admiro, te agradezco, te recuerdo siempre. DEP #FernandoLujan
 — Ari Telch (@aritelch) 11 de enero de 2019

Horacio Villalobos:
""Descanse en paz el maravilloso actor Fernando Lujan !!!!!""
Héctor Suárez Gomís:
 ""A Fernando Luján siempre lo recordaré como uno de los muy poquitos actores que podían con todos los géneros, un primer actor de a deveras (no como a los que les agregan ese ""mote"" como premio de consolación) y un gran conversador. Descanse en paz"".

A Fernando Luján siempre lo recordaré como uno de los muy poquitos actores que podían con todos los géneros, un primer actor de a deveras (no como a los que les agregan ese ""mote"" como premio de consolación) y un gran conversador.
Descanse en paz
 — Héctor Suárez Gomís (@PelonGomis) 11 de enero de 2019

Con información de Notimex 
 
",Famosos lamentan la muerte de Fernando Luján
"
Hermosillo, Sonora.- Una mujer que se trasladaba en el vuelo comercial 740, aeronave con matrícula XA-VLE, ruta Guadalajara-Hermosillo, que venía acompañada  de su hija y yerno, murió durante el trayecto.
De acuerdo a información proporcionada por la Fiscalía General de Justicia del Estado (FGJE) de Sonora, la mujer falleció por muerte natural durante el vuelo, según determinó la autopsia.
Personal de la Fiscalía General de Justicia del Estado (FGJE) colaboró con el Agente del Ministerio Público de la Federación, luego de tener conocimiento en el deceso de una pasajera en un vuelo comercial que aterrizó en Hermosillo.
Un Agente del Ministerio Público del Fuero Común fue comisionado a zona federal, al interior del Aeropuerto Internacional General Ignacio Pesqueira García, para los trámites legales, así como personal de Servicios Periciales.
 
",Muere mujer en pleno vuelo Guadalajara-Hermosillo
"
El primer actor Mario Casillas, presidente de la Asociación Nacional de Intérpretes (ANDI), lamentó el fallecimiento del artista de televisión, teatro y cine, Fernando Luján, ocurrido hoy en Puerto Escondido, Oaxaca.
“Con mucha pena y dolor puedo decir que Fernando era un hombre muy amable, un gran amigo, y sobre todo un primer actor. Con el tiempo adquirió la experiencia para brillar en todos los escenarios, cosechando una multitud de admiradores, yo en primera fila”, dijo.
Entrevistado por Notimex en ocasión del mencionado deceso, Casillas, actor de películas, telenovelas y obras teatrales, así como de series de televisión, recordó que hace casi cinco meses lo vio por última vez, en la función de una pieza teatral, y platicaron gratamente.
“Estaba muy interesado en el cine nacional e internacional, en la Asociación Nacional de Actores y desde luego en la ANDI. Yo lo admiré como persona y como actor, y tuvimos muchas cosas en común, por eso nació entre nosotros una amistad de varios años”, anotó.
Mario Casillas, añadió a su pésame que Luján se erigió entre los actores más reconocidos dentro y fuera del país. “También llegó a ser una figura capital de la televisión mexicana, y me daba pena ver que su salud se deterioraba. No imaginé que perderíamos”, confesó.
El presidente de la ANDI dijo quedarse con la imagen del Fernando Luján comediante en televisión y actor de carácter en teatro. Ejemplificó lo anterior al citar la película “El general no tiene quien le escriba”, sobre la obra homónima de Gabriel García Márquez.
Por su parte, el actor de cine, televisión y doblaje, Fernando Manzano, Primer Vocal de la ANDI, dijo a Notimex que Fernando Luján ingresó a esa organización de intérpretes el 16 de diciembre de 1974. “Es una pérdida para nuestro gremio”, subrayó consternado.
Licenciado en Ciencias de la Comunicación por la Facultad de Ciencias Políticas de la UNAM, Manzano agregó que Luján fue un socio destacado y distinguido, un personaje con gran trayectoria artística, cualidad que llevó en las venas toda su vida.
Añadió que sin haber sido fundador de la ANDI, sí fue socio durante muchos años, y a partir de hoy, llevará en su memoria “al actor que representó los más variados personajes de la escena televisiva, teatral y cinematográfica de México y otras naciones del mundo”.

akc
","""Fernando Luján, una figura capital de la televisión mexicana"""
